Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
60806156,04/08/2024 06:55:54 PM,04/18/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11374,65-80 AUSTIN STREET,AUSTIN STREET,,,,,ADDRESS,REGO PARK,,,Closed,,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/18/2024 12:00:00 AM,06 QUEENS,,QUEENS,1023462,203512,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.72518322174991,-73.85853030306674,"(40.72518322174991, -73.85853030306674)"
60804926,04/08/2024 06:55:35 PM,05/20/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11221,874 JEFFERSON AVENUE,JEFFERSON AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,05/20/2024 12:00:00 AM,03 BROOKLYN,3014870017,BROOKLYN,1005762,189377,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.68644674709857,-73.92243376305125,"(40.68644674709857, -73.92243376305125)"
60809782,04/08/2024 06:25:16 PM,04/26/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10003,113 EAST   13 STREET,EAST   13 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,04/26/2024 12:00:00 AM,03 MANHATTAN,1005590055,MANHATTAN,987179,206456,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.73335020666374,-73.98943141513733,"(40.73335020666374, -73.98943141513733)"
60813491,04/08/2024 05:51:45 PM,04/18/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10455,405 EAST  146 STREET,EAST  146 STREET,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/18/2024 12:00:00 AM,01 BRONX,,BRONX,1006669,235874,UNKNOWN,Unspecified,BRONX,,,,,,,,40.814066943613966,-73.91900836489283,"(40.814066943613966, -73.91900836489283)"
60806154,04/08/2024 05:45:44 PM,06/07/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10458,2339 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,06/07/2024 12:00:00 AM,06 BRONX,2031020047,BRONX,1016515,249853,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85240476473217,-73.88337117091983,"(40.85240476473217, -73.88337117091983)"
60808595,04/08/2024 05:36:42 PM,04/29/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11374,99-52 66 ROAD,66 ROAD,,,,,ADDRESS,REGO PARK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,04/29/2024 12:00:00 AM,06 QUEENS,4021187501,QUEENS,1024702,204454,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7277631954219,-73.85405095640613,"(40.7277631954219, -73.85405095640613)"
60812226,04/08/2024 05:33:42 PM,04/25/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11374,85-25 68 ROAD,68 ROAD,,,,,ADDRESS,REGO PARK,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",04/25/2024 12:00:00 AM,06 QUEENS,4031480035,QUEENS,1023196,199841,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71510839931713,-73.85951122181137,"(40.71510839931713, -73.85951122181137)"
60807117,04/08/2024 05:23:09 PM,04/09/2024 04:13:22 PM,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,11377,72-10 41 AVENUE,41 AVENUE,,,,,ADDRESS,WOODSIDE,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,04/09/2024 12:00:00 AM,04 QUEENS,4013120010,QUEENS,1013908,210718,ONLINE,Unspecified,QUEENS,,,,,,,,40.74499909172425,-73.89296757512533,"(40.74499909172425, -73.89296757512533)"
60810910,04/08/2024 05:23:09 PM,04/09/2024 04:13:22 PM,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,11377,72-10 41 AVENUE,41 AVENUE,,,,,ADDRESS,WOODSIDE,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,04/09/2024 12:00:00 AM,04 QUEENS,4013120010,QUEENS,1013908,210718,ONLINE,Unspecified,QUEENS,,,,,,,,40.74499909172425,-73.89296757512533,"(40.74499909172425, -73.89296757512533)"
60813498,04/08/2024 05:02:15 PM,05/09/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10029,111 EAST  100 STREET,EAST  100 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",05/09/2024 12:00:00 AM,11 MANHATTAN,1016280006,MANHATTAN,998065,226692,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.78888251589769,-73.95011034864612,"(40.78888251589769, -73.95011034864612)"
60810965,04/08/2024 04:58:56 PM,04/26/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10459,1016 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",04/26/2024 12:00:00 AM,02 BRONX,2027560006,BRONX,1015087,239417,UNKNOWN,Unspecified,BRONX,,,,,,,,40.823766100184706,-73.88858096230013,"(40.823766100184706, -73.88858096230013)"
60813495,04/08/2024 04:37:31 PM,07/09/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11212,656 HOWARD AVENUE,HOWARD AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",07/09/2024 12:00:00 AM,16 BROOKLYN,3035110072,BROOKLYN,1006573,182002,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.66620203605158,-73.9195339535247,"(40.66620203605158, -73.9195339535247)"
60812229,04/08/2024 04:34:31 PM,05/01/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11365,188-02 64 AVENUE,64 AVENUE,,,,,ADDRESS,FRESH MEADOWS,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/01/2024 12:00:00 AM,08 QUEENS,4071170003,QUEENS,1043728,208662,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73920561589071,-73.78536901319755,"(40.73920561589071, -73.78536901319755)"
60809784,04/08/2024 03:46:22 PM,04/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10459,1016 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,04/10/2024 12:00:00 AM,02 BRONX,2027560006,BRONX,1015087,239417,UNKNOWN,Unspecified,BRONX,,,,,,,,40.823766100184706,-73.88858096230013,"(40.823766100184706, -73.88858096230013)"
60812227,04/08/2024 03:43:21 PM,05/31/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11415,83-30 118 STREET,118 STREET,,,,,ADDRESS,KEW GARDENS,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/31/2024 12:00:00 AM,09 QUEENS,4033217506,QUEENS,1030095,196640,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.706289370485024,-73.83464651004472,"(40.706289370485024, -73.83464651004472)"
60808597,04/08/2024 03:28:18 PM,05/01/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,185 ERASMUS STREET,ERASMUS STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",05/01/2024 12:00:00 AM,17 BROOKLYN,3051050043,BROOKLYN,998197,176012,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.649777960914705,-73.94973867371624,"(40.649777960914705, -73.94973867371624)"
60807359,04/08/2024 03:09:33 PM,05/24/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11213,1730 CARROLL STREET,CARROLL STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,05/24/2024 12:00:00 AM,09 BROOKLYN,3014150045,BROOKLYN,1003888,181925,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.665997050865876,-73.92921259175424,"(40.665997050865876, -73.92921259175424)"
60805903,04/08/2024 03:08:32 PM,05/22/2024 04:20:36 PM,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10040,4530 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,05/22/2024 12:00:00 AM,12 MANHATTAN,1021700096,MANHATTAN,1003154,252080,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.85855592949575,-73.93166109187804,"(40.85855592949575, -73.93166109187804)"
60809785,04/08/2024 02:45:23 PM,04/22/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10462,1960 EAST TREMONT AVENUE,EAST TREMONT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/22/2024 12:00:00 AM,09 BRONX,2039447501,BRONX,1022699,245920,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84158508718187,-73.86104035092012,"(40.84158508718187, -73.86104035092012)"
60806157,04/08/2024 02:39:24 PM,04/25/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11373,41-12 ELBERTSON STREET,ELBERTSON STREET,,,,,ADDRESS,ELMHURST,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",04/25/2024 12:00:00 AM,04 QUEENS,4015540011,QUEENS,1018404,211333,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74667088963048,-73.87673890787416,"(40.74667088963048, -73.87673890787416)"
60810962,04/08/2024 02:30:20 PM,05/24/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11213,1730 CARROLL STREET,CARROLL STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",05/24/2024 12:00:00 AM,09 BROOKLYN,3014150045,BROOKLYN,1003888,181925,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.665997050865876,-73.92921259175424,"(40.665997050865876, -73.92921259175424)"
60813501,04/08/2024 01:53:12 PM,06/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11373,83-25 VIETOR AVENUE,VIETOR AVENUE,,,,,ADDRESS,ELMHURST,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",06/10/2024 12:00:00 AM,04 QUEENS,4015170059,QUEENS,1017043,209878,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74268243413252,-73.88165781720775,"(40.74268243413252, -73.88165781720775)"
60807362,04/08/2024 01:37:47 PM,05/30/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10027,2034 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",05/30/2024 12:00:00 AM,10 MANHATTAN,1019270033,MANHATTAN,998113,233221,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.806802766084154,-73.94992352912801,"(40.806802766084154, -73.94992352912801)"
60808598,04/08/2024 01:37:47 PM,06/04/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10026,19 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",06/04/2024 12:00:00 AM,10 MANHATTAN,1018210046,MANHATTAN,997418,230506,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.799351900347695,-73.95243935961122,"(40.799351900347695, -73.95243935961122)"
60806155,04/08/2024 01:25:45 PM,04/25/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10033,4 SOUTH PINEHURST AVENUE,SOUTH PINEHURST AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/25/2024 12:00:00 AM,12 MANHATTAN,1021390517,MANHATTAN,1000696,248141,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.84774946947696,-73.94055654526865,"(40.84774946947696, -73.94055654526865)"
60804927,04/08/2024 01:07:22 PM,04/09/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11206,63 CENTRAL AVENUE,CENTRAL AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,04/09/2024 12:00:00 AM,04 BROOKLYN,3031570101,BROOKLYN,1003453,194774,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.70126556864167,-73.93074398010619,"(40.70126556864167, -73.93074398010619)"
60810967,04/08/2024 12:58:11 PM,05/01/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11372,71-15 37 AVENUE,37 AVENUE,,,,,ADDRESS,JACKSON HEIGHTS,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/01/2024 12:00:00 AM,03 QUEENS,4012710036,QUEENS,1013639,212084,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74874931404263,-73.89393239606363,"(40.74874931404263, -73.89393239606363)"
60810963,04/08/2024 12:58:10 PM,05/16/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10040,4700 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/16/2024 12:00:00 AM,12 MANHATTAN,1021750022,MANHATTAN,1003692,254037,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.8639261347363,-73.92971051889944,"(40.8639261347363, -73.92971051889944)"
60813499,04/08/2024 12:39:49 PM,06/06/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10026,320 MANHATTAN AVENUE,MANHATTAN AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,06/06/2024 12:00:00 AM,10 MANHATTAN,1018470068,MANHATTAN,995876,231985,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80341351354489,-73.9580062470463,"(40.80341351354489, -73.9580062470463)"
60813496,04/08/2024 12:27:46 PM,05/29/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11204,80 AVENUE P,AVENUE P,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/29/2024 12:00:00 AM,11 BROOKLYN,3066190001,BROOKLYN,988285,160582,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.607435926184344,-73.9854681425565,"(40.607435926184344, -73.9854681425565)"
60806158,04/08/2024 12:24:09 PM,05/01/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11372,71-15 37 AVENUE,37 AVENUE,,,,,ADDRESS,JACKSON HEIGHTS,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/01/2024 12:00:00 AM,03 QUEENS,4012710036,QUEENS,1013639,212084,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74874931404263,-73.89393239606363,"(40.74874931404263, -73.89393239606363)"
60813502,04/08/2024 12:24:09 PM,04/23/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11101,38-38 9 STREET,9 STREET,,,,,ADDRESS,LONG ISLAND CITY,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,04/23/2024 12:00:00 AM,01 QUEENS,4004760001,QUEENS,999871,215697,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75870111966295,-73.94361396097219,"(40.75870111966295, -73.94361396097219)"
60813500,04/08/2024 12:02:34 PM,04/25/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10033,4 SOUTH PINEHURST AVENUE,SOUTH PINEHURST AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/25/2024 12:00:00 AM,12 MANHATTAN,1021390517,MANHATTAN,1000696,248141,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.84774946947696,-73.94055654526865,"(40.84774946947696, -73.94055654526865)"
60809786,04/08/2024 11:56:33 AM,05/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,1818 ANTHONY AVENUE,ANTHONY AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/10/2024 12:00:00 AM,05 BRONX,2028920011,BRONX,1010871,247771,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84670911500228,-73.90378087948456,"(40.84670911500228, -73.90378087948456)"
60809787,04/08/2024 11:26:58 AM,05/06/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,1495 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",05/06/2024 12:00:00 AM,04 BRONX,2028200001,BRONX,1009193,245504,UNKNOWN,Unspecified,BRONX,,,,,,,,40.840491766656,-73.90985428172824,"(40.840491766656, -73.90985428172824)"
60813503,04/08/2024 10:46:53 AM,05/17/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11432,88-19 161 STREET,161 STREET,,,,,ADDRESS,JAMAICA,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,05/17/2024 12:00:00 AM,12 QUEENS,4097670024,QUEENS,1039490,197173,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.70769866108523,-73.80075641082702,"(40.70769866108523, -73.80075641082702)"
60807360,04/08/2024 10:43:47 AM,06/20/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10459,896 FOX STREET,FOX STREET,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",06/20/2024 12:00:00 AM,02 BRONX,2027220048,BRONX,1013551,237901,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81961034062371,-73.89413739135188,"(40.81961034062371, -73.89413739135188)"
60813231,04/08/2024 10:34:43 AM,04/21/2024 06:26:42 PM,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10459,1016 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,04/21/2024 12:00:00 AM,02 BRONX,2027560006,BRONX,1015087,239417,PHONE,Unspecified,BRONX,,,,,,,,40.823766100184706,-73.88858096230013,"(40.823766100184706, -73.88858096230013)"
60812228,04/08/2024 10:31:46 AM,07/03/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11221,31 VAN BUREN STREET,VAN BUREN STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2024 12:00:00 AM,03 BROOKLYN,3017910072,BROOKLYN,999776,190660,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.689980811369644,-73.94401463603896,"(40.689980811369644, -73.94401463603896)"
60813492,04/08/2024 10:28:45 AM,04/15/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10458,480 EAST  188 STREET,EAST  188 STREET,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/15/2024 12:00:00 AM,06 BRONX,2030570011,BRONX,1014570,251994,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85828805965668,-73.89039210329346,"(40.85828805965668, -73.89039210329346)"
60808594,04/08/2024 10:28:45 AM,04/10/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10023,77 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,04/10/2024 12:00:00 AM,07 MANHATTAN,1011340001,MANHATTAN,988151,220801,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.772723218348816,-73.98591586715736,"(40.772723218348816, -73.98591586715736)"
60808334,04/08/2024 10:22:55 AM,04/14/2024 01:56:52 PM,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,11212,7 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,04/14/2024 12:00:00 AM,16 BROOKLYN,3036210001,BROOKLYN,1008705,178138,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65559058142622,-73.91186291184383,"(40.65559058142622, -73.91186291184383)"
60808596,04/08/2024 10:21:52 AM,04/08/2024 10:21:52 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10459,1016 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",04/08/2024 12:00:00 AM,02 BRONX,2027560006,BRONX,1015087,239417,UNKNOWN,Unspecified,BRONX,,,,,,,,40.823766100184706,-73.88858096230013,"(40.823766100184706, -73.88858096230013)"
60810964,04/08/2024 10:15:51 AM,04/12/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11354,144-30 ROOSEVELT AVENUE,ROOSEVELT AVENUE,,,,,ADDRESS,FLUSHING,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,04/12/2024 12:00:00 AM,07 QUEENS,4050250020,QUEENS,1033790,216893,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.761858836371395,-73.82117031223136,"(40.761858836371395, -73.82117031223136)"
60804925,04/08/2024 09:42:42 AM,05/01/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11365,188-02 64 AVENUE,64 AVENUE,,,,,ADDRESS,FRESH MEADOWS,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/01/2024 12:00:00 AM,08 QUEENS,4071170003,QUEENS,1043728,208662,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73920561589071,-73.78536901319755,"(40.73920561589071, -73.78536901319755)"
60806153,04/08/2024 08:54:28 AM,05/03/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11214,275 BAY   37 STREET,BAY   37 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,05/03/2024 12:00:00 AM,11 BROOKLYN,3069280044,BROOKLYN,985696,155455,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.59336415133034,-73.99479339836057,"(40.59336415133034, -73.99479339836057)"
60807361,04/08/2024 08:36:01 AM,05/09/2024 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,2229 VALENTINE AVENUE,VALENTINE AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,05/09/2024 12:00:00 AM,05 BRONX,2031500041,BRONX,1012275,251008,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85558937005169,-73.89869272590528,"(40.85558937005169, -73.89869272590528)"
